Key	Value
[ukuran=12][warna=#000000]口…口口口…口……此物名为“芝士虾焗饭”，“焗”这种做法似乎在我们的世界没有听说过，感觉有点意思……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Item ini disebut "Casserole Udang Keju". Saya rasa saya belum pernah mendengar hal seperti ini ada di dunia kita.[/warna][/ukuran]
合欢铃	Lonceng yang Gembira
合欢派镇派法宝，用千棱神玉制成，细看之下有神光流转其中。	Harta karun dari Sekte Exultant, dibuat dari Giok Ilahi, jika dilihat lebih dekat akan terlihat cahaya ilahi yang mengalir keluar darinya.
[ukuran=12][warna=#000000]口…口口口…口……此物名为“莹月草汁”，据说可以治疗眩晕，我喝了喝，有点像清心草的味道，真的不怎么样………口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Item ini disebut "Jus Rumput Bulan". Konon katanya bisa menyembuhkan pusing. Saya mencobanya, rasanya seperti Purity Leaf.[/warna][/ukuran]
[NAMA]拜访了[SEKOLAH]的掌门，掌门十分感谢[NAMA]的门派这些年对[SEKOLAH]的弟子的关照。他代表[SEKOLAH]将一本上古时期人类炼体大能所创的功法赠予[NAMA]。希望两派可以在将来继续守望相助，友谊长存。	[NAMA] mengunjungi kepala[SEKOLAH], siapa yang berterima kasih[NAMA] sebesar-besarnya untuk[DIA] merawat para murid[SEKOLAH] selama bertahun-tahun. Atas nama[SEKOLAH], [DIA] menghadiahkan sebuah buku Hukum yang dibuat oleh seorang ahli kultivator Fisik kuno[NAMA] sebagai wujud niat baik, dengan harapan kedua sekolah dapat terus menjaga semangat kerjasama dan persahabatan hingga bertahun-tahun yang akan datang.
[ukuran=12][warna=#000000]口…口口口…口……此鱼名为“猫儿跳”，味道一般，但是猫似乎很喜欢吃，真想搞一条给二师兄养的那只火灵猫尝尝……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Ikan ini disebut "Catskip." Rasanya enak, meski kucing sepertinya sangat menyukainya.[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……哈哈，这个世界也有小麦，不知道和我们的小麦有什么区别？送一些回去，不知道能不能成功呢……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]HAHAHA, dunia ini juga punya Gandum? Saya ingin tahu apakah ini berbeda dari yang kita miliki? Saya akan mengambilnya kembali, saya tidak tahu apakah saya akan berhasil…[/warna][/ukuran]
[NAMA]拜访了[SEKOLAH]的掌门，掌门十分感谢[NAMA]的门派这些年对[SEKOLAH]的弟子的关照。他代表[SEKOLAH]将一枚玄武灵玉赠予[NAMA]。希望两派可以在将来继续守望相助，友谊长存。	[NAMA] mengunjungi kepala[SEKOLAH], siapa yang berterima kasih[NAMA] sebesar-besarnya untuk[DIA] merawat para murid[SEKOLAH] selama bertahun-tahun. Atas nama[SEKOLAH], [DIA] menghadiahkan Black Tortoise Jade kepada[NAMA] sebagai wujud niat baik, dengan harapan kedua sekolah dapat terus menjaga semangat kerjasama dan persahabatan hingga bertahun-tahun yang akan datang.
[ukuran=12][warna=#000000]口…口口口…口……此物名为“通天羊奶”，产自这里一个叫通天镇的地方…十分有名……说起来这镇的名字也太威风了，纵观我们世界千年以降，也只有魔帝付辟空当的起通天二字………口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Produk ini disebut "susu kambing", diproduksi di Tongtian, yang memiliki nama kuat bahkan di dunia kita….[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……此物名为“南瓜派”，是一名叫索菲的老人家的独门配方，说起来这里的凡人喜欢将各种各样的食物做成“派”，真是一种奇怪的烹饪方法………口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]… Ini disebut "Pai Labu". Resep ini berasal dari seorang wanita tua bernama Sophie. Semua orang di sini sepertinya suka membuat segala jenis "pai". Ini cukup aneh…[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……此物叫做“飞机”，竟然可以搭载凡人于天空翱翔，本来想摄走一架，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Benda ini disebut "pesawat", dan dapat digunakan untuk mendorong rakyat jelata melintasi angkasa. Aku ingin mencurinya, tapi ukurannya terlalu besar. Terlalu sulit untuk mengumpulkan banyak Qi di dunia ini, mungkin modelnya akan lebih realistis…[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……此物叫做“火箭”，甚至可以带人突破九天罡风进入天外之境，想不到以凡人之躯竟然可摘日月星辰，真乃奇迹！本来想摄走一架，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Benda ini disebut "Roket". Dapat digunakan untuk mendorong orang ke surga. Sungguh ajaib! Tadinya aku ingin membawa ini, tapi ukurannya terlalu besar. Andai saja Qi lebih berlimpah di dunia ini. Oh ya, mungkin seorang model?[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……此物叫做“帆船”，造型和我们世界的船只有颇多不同，倒是见识了些有趣的风土人情…口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Benda ini disebut "Perahu Layar", sangat mirip dengan perahu di dunia kita…meskipun ada beberapa perbedaan.[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……这个折扇摆饰真的很像太一门静修堂的那个，哎，姑且收一个留念吧…口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Kipas lipat ini seperti yang ada di Aula Meditasi Sekte Taiyi. Saya mengambil satu sebagai kenang-kenangan.[/warna][/ukuran]
[ukuran=12][warna=#000000]口…口口口…口……此物叫做“潜艇”，可载人遨游深海，还好此界海中没有妖魔盘踞，真替这些凡人捏一把冷汗！本来想摄走一台，但是此物太过庞大，在这个世界补充灵气过于艰难，还是只送一个模型试试看好了……口口口……口……[/warna][/ukuran]	[ukuran=12][warna=#000000]Benda ini disebut "Kapal Selam". Ini bisa digunakan untuk menjelajahi laut dalam. Syukurlah tidak ada monster yang mengintai di dunia ini! Tadinya aku ingin membawa ini, tapi ukurannya terlalu besar. Andai saja Qi lebih berlimpah di dunia ini. Oh ya, mungkin seorang model?[/warna][/ukuran]
[NAMA]遵循记忆中的手法，轻而易举的解开了封印。异界气息散去的同时，其中的物件也暴露了出来。而物件之上还附着有一段神念信息，果然是四师兄所留。[NAMA]欣喜万分，激活了四师兄留下的神念。	[NAMA] dengan mudah membuka segel hanya mengandalkan ingatan. Saat aura dari dunia asing menyatu, sesuatu muncul. Dan ada pesan dari guru keempat di atasnya.[NAMA] mengaktifkan pesan tersebut.
[NAMA]查阅之下，发现这段神念仅仅有一部分与此物有关的信息可辨认，其余的信息皆尽残缺，无法辨识。似乎需要从其他异界之物中寻找对应的神念碎片才能拼合成完整的信息。\n        [gambar]%s[/gambar]	[NAMA] menemukan bahwa hanya sebagian informasi terkait yang dapat diidentifikasi, sisanya tidak lengkap. Tampaknya diperlukan sesuatu yang lain dari dunia lain untuk memahami pesan sepenuhnya.\n        [gambar]%s[/gambar]
[ukuran=12][warna=#D06508]已经从[/warna][/ukuran]%s[ukuran=12][warna=#D06508]中记录了残留的信息。[/warna][/ukuran]\n        [gambar]%s[/gambar]\n%s	[ukuran=12][warna=#D06508]Sudah mencatat apa yang hilang[/warna][/ukuran]%s[ukuran=12][warna=#D06508] [/warna][/ukuran]\n        [gambar]%s[/gambar]\n%s
来自异界的信息	Informasi dari Dunia Lain
[NAMA]根本无法忍受洞府中的真火，只得无奈离去。	[NAMA] tidak tahan terhadap panas ekstrem sehingga harus pergi.
{0}无动于衷，几乎没人通过这次活动认识我们。他们中只有少部分人在此地住了下来。	{0} kami acuh tak acuh, jadi tidak ada yang benar-benar mengenal kami sebagai hasil dari kegiatan tersebut. Hanya sedikit dari mereka yang menetap di sini.
{0}尝试安抚他们，展现了处世之道：“此地还算安全，人也很多，相比荒野机会多不少，不失为好办法。”他们觉得有道理，全都在此地安家。	{0} mencoba menenangkan mereka melalui pertunjukan keterampilan sosial: "Tempat ini aman, ada banyak di sini, dan ada lebih banyak peluang daripada di hutan belantara."…itu layak dipertimbangkan. " Mereka pikir itu masuk akal, jadi mereka semua tenang.
{0}对他们说道：“这里太危险，快走！”他们被吓走了。	{0} berkata kepada mereka: "Terlalu berbahaya di sini, ayo berangkat!" Mereka lari ketakutan.
{0}对众人说：“你们都来做我们的信徒吧，我可保你们安全。”他们不太相信，只有部分成为了信众。	{0} Berkata kepada orang banyak: “Bergabunglah bersama kami dan keselamatan kalian terjamin.” Mereka tidak terlalu percaya, sehingga hanya sebagian saja yang menjadi Pengikut.
{0}说：“这里没什么人监管，你懂的。”难民流入后，影响了此地的稳定。	{0} mengatakan: "Tidak ada pengawasan di sini, lho." Setelah para pengungsi pindah ke sini, keadaan di sini tidak lagi stabil.
{0}带了些食物送给他们，他们拿了食物后非常感激，几乎全部成为了信众。	{0} membawakan mereka Makanan, mereka sangat berterima kasih, dan hampir semuanya menjadi Pengikut.
{0}带了些灵石，但他们不认识灵石。他们中只有少部分人在此地住了下来。	{0} membawa beberapa Batu Roh, tetapi mereka tidak tahu apa itu. Hanya sedikit dari mereka yang menetap di sini.
{0}带了些木材，但他们不缺木材。他们中只有少部分人在此地住了下来。	{0} membawa beberapa Wood, mereka tidak membutuhkannya. Hanya sedikit dari mereka yang menetap di sini.
{0}带了些石料，但他们不需要石料。他们中只有少部分人在此地住了下来。	{0} membawa beberapa Batu, mereka tidak membutuhkannya. Hanya sedikit dari mereka yang menetap di sini.
{0}看了一眼众弟子，好像没有谁比较特别，微微叹了口气。他们中只有少部分人在此地住了下来。	{0} melihat ke arah para murid, dan menghela nafas karena sepertinya tidak ada orang yang istimewa. Hanya sedikit dari mereka yang menetap di sini.
[NAMA]仔细思索，终于想起这封印手法竟然是太一门中独传的一种偏门封印术，据说当年也只有四师兄李太一擅长此法。	[NAMA] berpikir dengan hati-hati, dan menyadari bahwa teknik penyegelan ini adalah salah satu teknik unik dari Sekte Taiyi.
“难道当年灭门夜，四师兄并没有陨落？此物竟然和四师兄有关联？”[NAMA]心神激荡，振奋非常，连忙从记忆中回忆此术的解印之法。	"Jadi tuan keempat tidak lulus ketika Sekte Dihancurkan saat itu? Ini ada hubungannya dengan tuan keempat? "[NAMA] sangat bersemangat dan bahkan bisa mengingat metode untuk membuka segelnya.
[NAMA]施展法术求雨，在雨水之中，整片林子重现传说之中的景象，涌现出如烟如雾的云气。云气之后，竟然浮现出一座仙人洞府。	[NAMA] mengucapkan mantra pemanggilan hujan. Saat hujan turun, seluruh hutan tampak seperti legenda saat awan mulai muncul seperti kabut atau asap. Setelah awan menghilang, tempat tinggal makhluk abadi tiba-tiba terlihat.
[NAMA]搜索了洞府，找到了昔日木白仙人留下的两件宝物。	[NAMA] mencari tempat tinggal dan menemukan dua harta karun yang ditinggalkan oleh makhluk abadi.
[NAMA]施展法术求雨，然而整片树林却涌出一股神秘的力量，将[NAMA]的法术驱散。[NAMA]知道自己修为不足，只能无奈离去。	[NAMA] mengucapkan mantra untuk memanggil hujan, tapi seluruh hutan mengeluarkan kekuatan misterius yang menghilangkannya[NAMA]'s mantra.[NAMA] merasa kurang dalam budidaya yang memadai dan segera pergi.
[NAMA]搜索了整片林子，然而毫无线索，只能无奈离去。	[NAMA] mencari ke seluruh hutan, tetapi tidak menemukan petunjuk dan segera pergi.
[NAMA]向[SEKOLAH]的掌门讨要一些好物，掌门无可奈何，只能在[NAMA]的淫威下[SEKOLAH]将镇派法宝赠与[NAMA]。	[NAMA] tanya pemimpinnya[SEKOLAH] untuk beberapa hal baik, dan pemimpin harus memberi[NAMA] artefak sekte.
[NAMA]向[SEKOLAH]的掌门讨要一些好物，掌门无可奈何，只能在[NAMA]的淫威下[SEKOLAH]将镇派功法赠与[NAMA]。	[NAMA] tanya pemimpinnya[SEKOLAH] untuk beberapa hal baik, dan pemimpin harus memberi[NAMA] manual sekte.
[NAMA]向[SEKOLAH]的掌门讨要一些好物，掌门无可奈何，只能在[NAMA]的淫威下[SEKOLAH]将镇派宝物赠与[NAMA]。	[NAMA] tanya pemimpinnya[SEKOLAH] untuk beberapa hal baik, dan pemimpin harus memberi[NAMA] harta karun sekte.
此处没什么好看的，[NAMA]离开了这里。	Tidak ada yang menarik di sini dan sebagainya[NAMA] almarhum.
[NAMA]进入洞府，施展自己的炼器之术连连解开禁法，最终在一个不起眼的房间发现了一方玉匣。	[NAMA] memasuki Cave Mansion, menggunakan Artifact Crafting untuk membongkar semua rintangan, dan akhirnya menemukan peti batu giok di ruangan sederhana.
[NAMA]此次来极天宫，无意间看到极天宫一名刚入门的弟子正喃喃自语的阅读一本书册。[NAMA]十分好奇，遂上前询问。那名弟子考虑到[NAMA]的宗门也是名满天下的大派且与本派交好，于是便笑着解释了一番。	Dalam perjalanan ke Istana Skydome ini,[NAMA] secara tidak sengaja melihat seorang murid baru bergumam pada dirinya sendiri saat membaca.[NAMA]'Rasa ingin tahunya terguncang dan memutuskan untuk menyelidiki lebih lanjut. Murid itu mempertimbangkan hal itu[NAMA]'Sekolahnya adalah sekte yang penting dan memiliki hubungan yang baik dengan sekte ini, jadi setelah itu[DIA] tersenyum dan menjelaskan banyak hal.
原来极天宫开派宗师开宗立派后便游历人间，最后下落不明。只有古代留下的孤本《群仙录》记载其最后游戏人间的传说故事。历代极天宫弟子无事之时都会翻阅此册，一方面瞻仰祖师，一方面也希望都在据此寻找开派宗师的遗蜕线索。	Ternyata, penguasa Istana Skydome memutuskan untuk menjelajahi dunia setelah mendirikan sekolah tersebut, dan di mana dia berakhir saat ini tidak diketahui. Hanya dalam satu salinan "Record of the Immortals" yang masih ada, tercatat ke mana tepatnya perjalanannya membawanya. Murid-murid di Istana Skydome telah membaca buku ini selama beberapa generasi, di satu sisi kita dapat belajar tentang guru yang dihormati, di sisi lain buku ini memberikan petunjuk kepada mereka yang berharap dapat melacak pendirinya.
[NAMA]心中一动，便问这名弟子讨要了一份副本好回去研读。	[NAMA] merasa bahwa mencoba mencari petunjuk keberadaan pendirinya adalah hal yang menarik dan bertanya apakah[DIA] bisa membuat salinan, yang mana[DIA] akan mengambil kembali dan menyelidiki.
[ukuran=12][warna=#000000]      我乃太一门四弟子李太一，当年太一门大祸，我于危难之中寻得一线生机，流落异界数十年，归家无门。数十年求索，只寻得一些奇门异法，将神念寄托于物件之上，送入虚空，不知这些杂物能否度过虚空中的重重危机，抵达家乡世界？此物以太一门独门封印封锁，如有人可见此信息，必是万幸天不绝我太一！就是不知是哪位师兄，师弟当面？现如今我太一度过危难与否？当年仇人是谁？不管如何，只要有人看到这段信息，打开封印，我就会产生感应，便能证明横渡虚空是可能的，真想马上回归家乡，与你一同手刃仇人，复兴太一。\n      也许太久无人可以说心里话，忍不住想说说这些年的经历，我流落的这方世界也是一个有人类的世界，似乎刚刚从一次灭世战争中恢复过来。只是此地灵气匮乏，并没有修行之道，这些人类以凡人手段竟然能打到世界毁灭，还真得是不可思议。\n      这些年，我暂住在一个叫“波西亚”的城镇里，这里的生活还不错，除了总是被催促做“箱子如何了？”。此地灵气匮乏，但是这里的凡人居然能以特殊手段驾驭“雷霆之力”。逐渐熟悉之下，我也找到了一些利用雷霆之力增幅修为，尝试破碎虚空的方法，似乎看到了回家的希望，这是第四次尝试，希望一切顺利吧……这次寄托神念的物品，都是我这些年收集的一些此地有趣的设施建筑，想必能看到这些信息的你也都得到了，虽然不一定有用，但也收下留个纪念吧！\n      祝愿陌生的同门一切安好，祝太一长存！[/warna][/ukuran]	[ukuran=12][warna=#000000]      Saya murid keempat Taiyi, Li Taiyi. Selama bencana Taiyi saat itu, saya menemukan secercah harapan ketika saya berada di alam lain selama beberapa dekade. Setelah puluhan tahun melakukan pencarian, kami hanya menemukan cara untuk mengilhami benda-benda dengan pikiran kami dan menyebarkannya melalui kehampaan…meskipun siapa yang tahu apakah mereka benar-benar berhasil sampai ke sisi lain… Ini menggunakan segel unik dari Sekte Taiyi. Jika orang lain melihat ini… Ini berarti sekte kita bisa bertahan! Tapi tuan yang mana itu? Sudahkah Taiyi melewati krisis ini? Siapa musuhnya saat itu? Bagaimanapun juga, hanya perlu ada seseorang yang melihat ini, untuk membuka segelnya, dan saya akan dapat membuktikan bahwa itu mungkin untuk melewati kekosongan. Saya ingin segera kembali ke rumah, bertemu Anda semua, dan menghidupkan kembali Taiyi.\n Sudah bertahun-tahun tidak bisa berbicara dari hati, mau tak mau aku ingin bercerita tentang perjalananku. Dunia yang saya jelajahi ini juga memiliki manusia dan rasanya seperti baru saja pulih dari perang apokaliptik. Ada kekurangan Qi di sini, namun orang-orang ini mampu menghancurkan dunia. Sungguh luar biasa.\n Tahun-tahun ini, saya tinggal di kota bernama "Portia." Lumayan lah selain saat aku didesak untuk membuat sebuah kotak. ". Qi kurang di sini, namun rakyat jelata mampu mengendalikan" Kekuatan Guntur. "Secara bertahap menjadi lebih akrab, saya juga menemukan beberapa cara untuk menggunakan kekuatan guntur untuk meningkatkan Budidaya dan mencoba mendobrak kekosongan. Ini adalah percobaan ke-4, semoga semuanya berjalan lancar… Segala sesuatu yang dipercayakan kepadamu dikumpulkan olehku selama aku tinggal, dan harus dikatakan bahwa terlepas dari apa yang terjadi di sini, rakyat jelata semuanya optimis. Siapapun yang membaca ini mungkin tidak menganggapnya berguna, tapi tolong anggap itu sebagai pengingat!\n Hidup Sekte Taiyi![/warna][/ukuran]
