Key	Value
该角色同时激活的符咒最多只能有{0}个！	Karakter ini hanya dapat dimiliki{0}jimat aktif pada saat yang sama!
帮助	Membantu
正常	Biasa
你的信仰圣物已经遗失。	Peninggalan sucimu hilang.
已复制结束{0}个文件	{0}penyalinan file selesai
境界:{0} 或 {1}	Negara:{0}atau{1}
归属感：{0:0}	Loyalitas: {0:0}
真炁消耗\n在启用该秘体时，会持续的消耗真炁。	Konsumsi Qi Sejati\nJumlah True Qi yang terus Anda konsumsi saat Badan Rahasia ini diaktifkan.
护法[color=#{3}][{0}·{1}][/color]降临并答应为{2}提供庇护！\n{4}	Penjaga[color=#{3}][{0} {1}][/color]turun dan berjanji untuk berlindung{2}!\n{4}
({0:P2})[未显现]	({0:P2})[Not Appeared]
成功劝化{0}，{0}进入{1}神国并成为核心信徒	Berhasil dibujuk{0}; {0}masuk{1}Alam Ilahi dan menjadi pengikut inti.
点击打开角色属性面板	Klik untuk membuka menu Statistik Karakter.
规划路线	Rencanakan Rute
渲染效果调整后，需要重启游戏才会生效	Perubahan efek rendering hanya dapat diterapkan setelah permainan dimulai ulang.
物品	Barang
需要先启用太始/太终/太虚/太真中任意一个天道！	Harus mengaktifkan salah satu dari Taishi/Taizhong/Taixu/Taizhen terlebih dahulu!
吞食	Melahap
装备道具:{0}	Barang yang Dilengkapi:{0}
多选相似	Banyak pilihan
锻造	Penempaan
删除此物品。	Hapus item ini.
已然圆满，不可突破。	Tidak ada terobosan untuk pikiran yang telah tercapai.
地图编辑	Pengeditan Peta
地板	Lantai
道淬成功率：{0}	Tingkat keberhasilan penyempurnaan Tao:{0}
该秘籍已被锁定	Panduan ini telah dikunci.
装备或者拾取一个道具	Lengkapi atau ambil item
可分配点数不足	Poin tidak cukup
一个特性	Satu Sifat
江湖秘闻	Rahasia Duniawi
妖兽	raksasa
未下载	Tidak mengunduh
[align=center](淬体法)[	[align=center](Cetakan ulang)[
\n前置条件：{0}	\nPrasyarat:{0}
取消订阅	Berhenti berlangganan
打开看看里面放的是什么	Buka untuk melihat apa yang ada di dalamnya.
蕴养中，剩余:{0}天	Dipelihara. Tersisa:{0}D
没有吞食建筑材料的能力	Tidak dapat melahap bahan bangunan.
动物	Hewan
刚完成今天的修行	Baru saja menyelesaikan meditasi hari ini
已阅	Membaca
拥有交易区才可以交易	Perdagangan tidak dapat dilakukan tanpa area perdagangan
部位拥有词条个数已达最大数量	Jumlah maksimum entri yang tersedia untuk bagian ini telah tercapai.
搬运中	Diangkut
心境层次对神国面积的影响。	Pengaruh kondisi mental pada ukuran Alam Ilahi.
目标名与云端文件冲突，请使用其他命名。	Nama target bertentangan dengan file cloud. Silakan gunakan nama lain.
[color=#9e6404]相关工作：[/color]\n屠宰\n狩猎\n探索	[color=#9e6404]Pekerjaan terkait:[/color]\nPembantaian\nMemburu\nMenjelajahi
心咆意哮	Kemarahan yang Mengamuk
选择属性	Pilih Statistik
[color=#9e6404]相关工作：[/color]\n锻造物品\n搬运锻造原料	[color=#9e6404]Pekerjaan terkait:[/color]\nMenempa barang\nMengangkut bahan tempa
在制药时，正快乐的哼着小调	Membuat obat sambil menyenandungkan lagu ceria
宗	Memesan
确定要对{0}施展吗？这将会导致死亡。	Apakah Anda ingin menggunakan{0}? Hal ini akan menyebabkan kematian.
房间内生效，受房间内建筑和物品的品阶影响。	Efektif di dalam ruangan. Dipengaruhi oleh tingkat bangunan dan barang-barang di dalam ruangan.
{0}的的瓶颈即将松动，暂时不宜外出历练。	{0}batasnya ditingkatkan. Ini bukan waktunya bagi mereka untuk berpetualang.
混元	Hibrida
垂钓提竿	Tangkap Ikan
可以预见，你对此人的劝化如[color=#ffffff]对牛弹琴[/color]，完全没用	Persuasi Anda akan terjadi[color=#ffffff]berkhotbah sampai telinga tuli[/color]bagi orang ini, sama sekali tidak ada artinya.
停留	Tinggal
是否确定开始思考，该次思考将不会产生任何思绪，并将清除所有未记忆的思绪片段	Apakah Anda yakin ingin mulai Berpikir? Pemikiran ini tidak akan menghasilkan Pemikiran apa pun, dan akan menyebabkan semua Pecahan Pemikiran yang tidak diingat terhapus.
石材	Batu
兽	Binatang buas
在逃亡途中，你们不幸被追杀的敌人找寻到，生死关头，一名青山高冠的仙人从天而降，飞剑如电，瞬间将追兵斩杀。\n  你们刚准备拜谢救命之恩，那名仙人就挥手阻止了你们，而后连说三声真像，便留下一封信笺，化光而去……	Musuh mengejar Anda saat Anda melarikan diri dan saat mereka membantai orang-orang Anda satu demi satu, makhluk abadi yang bersinar turun dari Surga. Pedangnya bersinar seperti kilat dan musuh jatuh ke tangan orang terakhir.\nSaat Anda bersiap untuk bersujud berterima kasih kepada orang asing ini, dia mengangkat tangan untuk menghentikan Anda. Setelah itu dia menggumamkan mantra dan meninggalkan surat untukmu, hanya untuk menghilang dalam sekejap cahaya…
将该思绪片段加入思考	Tambahkan Pecahan Pikiran ini ke dalam Berpikir
除魔	Mengusir setan
房间影响\n房屋内家具设施的品阶高低。	Kualitas Kamar\nTingkat kualitas furnitur dan fasilitas ruangan.
将一个外门弟子晋升内门	Promosikan murid luar menjadi murid dalam.
[color=#9e6404]相关工作：[/color]\n烹饪\n搬运烹饪原料	[color=#9e6404]Pekerjaan terkait:[/color]\nMemasak\nMengangkut bahan masakan
欲圣中求慧，必须保持心境400，持续{0:N1}天。角色悟性越高，需要持续的时间越短。	Untuk mencari pikiran yang 'bijaksana', pertahankan kondisi mental pada 400 selama {0:N1} hari. Semakin besar kecerdasan karakter maka semakin cepat pula mencapai kondisi mental tersebut.
夏意	Musim panas
传授	Mengajar
{2}\n\n所需境界:{3}{4}\n<font color=#CCFF66>{0}</font>\n{1}	{2}\n\nNegara yang Diperlukan:{3}{4}\n<color font=#CCFF66>{0}</font>\n{1}
符咒	Jimat
检测到有商品未能成功发货,现已进行补发:{0}\n谢谢大爷!	Terdeteksi bahwa beberapa item gagal terkirim, kini telah dikirim ulang:{0}\nTerima kasih!
{0}代理点	{0}Titik Proksi
\n聚灵:	\nKumpulkan Qi:
\n[color=#FF0000]此角色在其他地方心境有亏，此时心境已达极致，无法圆满。[/color]	\n[color=#FF0000]Keadaan mental karakter ini belum lengkap pada aspek lainnya. Sekarang sudah mencapai batasnya dan tidak bisa dicapai.[/color]
古卷	Gulir Kuno
{0}，竟重达{1:f1}斤！！！	{0}, dan beratnya {1:f1} kg!
垂钓翁	Nelayan Penatua
堂主	Pemimpin Cabang
房间内生效，受房间光照影响。	Efektif di dalam ruangan. Dipengaruhi oleh pencahayaan di dalam ruangan.
\n削减最大灵气：{0:N0}({1:N0})	\nKurangi Qi Maks: {0:N0}({1:N0})
{0}已激活!\n谢谢大爷!	{0}diaktifkan!\nTerima kasih!
此经历不可改变	Pengalaman ini tidak dapat diubah.
不限制	Tidak dibatasi
{0}(第{1}重)\n	{0}({1}lapisan ke-)\n
大	Besar
[击败模式]	[Defeat Mode]
休息	Istirahat
(被选择)	(Terpilih)
PayMgr-> 找不到ID为{0}商品的{1}折价格信息	PayMgr-> Tidak Dapat Menemukan Harga Diskon untuk ID Barang{0}pada{1}% Mati
多次灵淬	Penyempurnaan Spiritual Berganda
这个秘籍已有录入命令	Manual ini telah diperintahkan untuk ditranskrip.
竟有外道入侵！快迎敌！	Kami sedang diserang! Mari kita melawan!
淬体	Cetakan ulang
你的门派声望已经达到{0},来袭的敌人强度会随之提升，请做好防范！	Reputasi sekte Anda telah tercapai{0}, yang menurutnya Kekuatan musuh akan meningkat. Bersiaplah!
点击选择信仰对象\n信仰对象必须是神道修行者	Klik untuk memilih orang yang ingin Anda percayai.\nItu harus menjadi seorang penggarap panteon.
生存目标	Tujuan
\n该存档版本号过低，可以轮回开局。\n	\nVersi penyelamatan ini terlalu rendah tetapi Anda dapat memulai babak baru dengan bereinkarnasi.\n
护法	Penjaga
信仰\n信仰可以通过前往天下主动获取，或者建立神庙来自动获取，核心信徒也会提供可观的信仰收益。	Keyakinan\nKeyakinan dapat diperoleh dengan memasuki dunia dan membangun kuil. Pengikut inti juga akan memberikan sejumlah besar keyakinan.
同意	Setuju
死亡弟子：{0}	Murid yang Meninggal:{0}
{0}获得{1}点信仰	{0}memperoleh{1}keyakinan.
妙趣	Cerdas
此人灵魂特殊，无法劝化。	Jiwa orang ini terlalu istimewa untuk dibujuk.
收徒	Anak magang
对话	Dialog
食用	Makan
正在上传中，请耐心等待...\n	Mengupload, harap bersabar…\n
邪	Kejahatan
更新MOD信息...	Memperbarui info mod…
未拥有	Tidak tersedia
开采这个矿石	Tambang bijih ini.
姓名:{0}\n{1}\n{2}	Nama:{0}\n{1}\n{2}
\n灵气最大值不够：{0:F0}/{1:F0}	\nQi Maks terlalu rendah: {0:F0}{1:F0}
外门弟子	Murid Luar
效果	Memengaruhi
利用拖动屏幕来移动摄像头。	Seret di layar untuk menggerakkan kamera.
随机生成一本秘籍	Hasilkan manual acak.
男性	Pria
<font color=#FF0000>蓝图中存在失落之物！\n</font>	<font color=#FF0000>Item hilang dalam cetak biru!\n</font>
灵智碎片，可通过一条理智，认知，感知类型的思绪合成。	Pecahan Kecerdasan, dapat disintesiskan dengan Pemikiran Realisasi, Rasionalitas dan Persepsi.
将一名信仰程度达到100%的核心信徒永久转化为护法。\n消耗信仰：{2}{0:N0}/{1:N0}{3}	Ubah secara permanen pengikut inti dengan keyakinan 100% menjadi penjaga.\nBiaya Keyakinan:{2}{0:N0}/{1:N0}{3}
随机符咒	Jimat Acak
【{0}】赢得竞拍	[{0}]memenangkan barang lelang.
省电	Hemat daya
[align=center]寿元天劫[/align]\n已渡次数:{0}\n可渡次数:{1}\n\n[color=#D06508]年龄每达千数，便可与冥冥之中感悟天道对寿元之限制。若修成元神，便可运转元神引动天机，以渡寿元之天劫。[/color]	[align=center]Kesengsaraan Seumur Hidup[/align]\nWaktu bertahan hidup:{0}\nSisa Kesengsaraan:{1}\n\n[color=#D06508]Untuk setiap usia 1.000 tahun, karakter tersebut akan mendapat pencerahan tentang batasan umur dari Pengakuan Iman Surga. Jika karakter tersebut telah memupuk jiwa primordial, mereka dapat menggunakannya untuk mendapatkan wawasan tentang misteri alam agar dapat bertahan dari Kesengsaraan Seumur Hidup.[/color]
请调息片刻静待下次评论	Silakan istirahat untuk komentar Anda selanjutnya.
休养	Sabar
食用给与	Memberi makan
手选单位	Satuan Utama
冷漠	Ditarik
CloudSave->存档压缩文件上传失败:{0}	CloudSave->Simpan Unggahan File Kompresi Gagal:{0}
阵眼:{0}\n\n	Pembantu:{0}\n\n
灵智碎片：\n{2},{3},{4}\n	Pecahan Intelijen:\n{2},{3},{4}\n
选择要炼制的秘宝	Pilih Artefak Warisan untuk dibuat.
无法结阵	Tidak dapat membentuk formasi
勉强	Amatir
未知境界	Negara Tidak Diketahui
感谢道友的耐心等待与不离不弃。\n在此为你送上【红尘乱世】与【上古巨兽】扩展包。\n欢迎来到修仙世界。	Terima kasih atas kesabaran dan dukungan setia Anda.\nKami dengan senang hati menawarkan kepada Anda[Immortals and Mortals]Dan[Ancient Beasts]DLC.\nSelamat datang di Dunia Budidaya.
CloudSave->找到旧存档:{0}	CloudSave->Ditemukan Simpanan lama:{0}
经脉	Meridian
功法秘籍	Pedoman Hukum
灵性澎湃	Berkah Besar
正专心练习秘法	Berkonsentrasi pada praktik Hukum rahasia
在练习御剑之时，正因法宝太快而苦恼	Melatih penguasaan pedang; kesal karena artefak
请选择数量！	Silakan pilih jumlahnya!
一件以{2}为主材料的{0}炼制成的{1}阶法宝。	Tingkatan{1}artefak yang dibuat oleh{0}, menggunakan{2}sebagai bahan utamanya.
正心不在焉的练习御剑中	Melatih penguasaan pedang dengan linglung
神秘杀手	Pembunuh Misterius
位于炼丹炉之侧	dan Terletak di sebelah Tungku Alkimia
信徒数量对神国面积的影响。	Pengaruh jumlah pengikut pada ukuran Alam Ilahi.
胖	Montok
赐你[color=#ff0000]太阳符[/color],此物可让你无视寒冷。速去速回。	Ambil ini[color=#ff0000]Jimat Yang Tertinggi[/color]. Ini akan membuat Anda kebal terhadap dingin. Tolong, cepat.
无心工作，正想偷懒	Kendur; tidak mau bekerja
以下模组需要 {0} 作为前置模组:{1}	Mod berikut memerlukan mod{0}: {1}
初入仙道	Pemula Abadi
{0}在淬炼{1}时，突然感悟到体内远古的血脉被唤醒了。	Saat mencetak ulang{1}, {0}Tiba-tiba merasakan kebangkitan garis keturunan kuno di dalam tubuh.
{0} 战胜了 {1}	{0}mengalahkan{1}
第{0}轮竞拍	Bulat{0}
精怪吞噬	Melahap Roh Makhluk
需要先选择游戏模式！	Harus memilih mode permainan terlebih dahulu!
点击领取	Mengeklaim
发现并练习新秘籍的数量	Jumlah manual yang telah Anda temukan dan pelajari.
对话名称：{0}\n来源：{1}	Nama Dialog:{0}\nSumber:{1}
{0:f0}秒	{0:f0} Detik
无法上传他人的存档文件!	Tidak dapat mengunggah file simpanan orang lain!
新建功能节点	Buat Fitur Baru
智能调整交易中的灵石数量使交易平衡。	Sesuaikan jumlah batu roh secara otomatis untuk menyeimbangkan perdagangan.
转化	Konversi
在搬运之时，正在胡思乱想	Mengangkut barang; terganggu oleh pikiran
{0}与{1}感情基础\n{2}	{0}Dan{1}landasan emosional.\n{2}
取消收藏	Pengumpulan Dibatalkan
早饭	Sarapan
[color=#9e6404]相关工作：[/color]\n收获植物\n种植植物	[color=#9e6404]Pekerjaan terkait:[/color]\nPemanenan\nPertanian
确定要覆盖存档{0}吗？	Apakah Anda yakin ingin menimpanya{0}?
鼎炉\n鼎炉之限：{0:F0}\n炼精化气：{1:F0}/{0:F0}\n阶段：{2}\n{3}\n\n[color=#D06508]炼精化气：修炼时消耗精元并提高灵气最大值。\n鼎炉之限：肉身所能承担炼精化气的最大数值，由先天潜力决定。[/color]	Kuali Bagian Dalam\nBatas Kuali Bagian Dalam: {0:F0}\nPenyempurnaan Qi {1:F0}/{0:F0}\nFase:{2}\n{3}\n\n[color=#D06508]Refinement Qi: Budidaya membutuhkan Stamina dan meningkatkan Max Qi.\nBatas Kuali Bagian Dalam: Nilai maksimum Qi Penyempurnaan yang dapat ditahan oleh tubuh. Nilai ini ditentukan oleh potensi.[/color]
预览图不符合要求，请使用小于1MB的图片作为预览图	Gambar mini Anda gagal memenuhi persyaratan. Silakan gunakan gambar kurang dari 1mb.
这个秘籍正准备录入	Panduan ini siap untuk ditranskrip.
不能放置在此处	Tidak dapat ditempatkan di sini.
需要建造小乾坤界才可打开小乾坤界空间。	Anda perlu membangun alam semesta mini untuk mendapatkan akses ke ruang dalamnya.
您已经完成了序章，[经典模式]和[太虚幻境]已解锁！\n现在您可以继续查看感兴趣的教学内容或者直接开始一场完整的游戏并自行探索。	Anda telah menyelesaikan Prolog, Klasik, dan Tanah Ilusi terbuka!\nSekarang Anda dapat memeriksa tutorial atau permainan baru untuk dijelajahi sendiri.
重新激活	Mengaktifkan kembali
打开生产面板	Buka menu Produksi.
{0}近日急需{1}，愿使用派内宝物{2}与你交换。	{0}sedang membutuhkan{1}akhir-akhir ini. Sekte bersedia menukar hartanya{2}.
查看教程将自动存档并离开当前游戏，您可以在结束教程后继续当前游戏，是否进入教程？	Untuk memeriksa tutorial, permainan akan disimpan secara otomatis dan meninggalkan adegan tutorial. Anda melanjutkan permainan Anda setelah tutorial selesai. Apakah Anda yakin untuk masuk?
尊敬	Menghormati
兽形态的弟子无法被传授	Murid dalam wujud binatang tidak dapat menerima ajaran.
更新完成	Pembaruan selesai
平心静气，准备修行	Tenang; siap untuk mulai bermeditasi
天象圣威	Fenomena Surgawi Mungkin
法宝胚胎进度MAX	Maksimalkan Kemajuan Inkubasi Artefak
在应天台凝结灵石时候，{0} 战胜争夺者 {1}，夺得了灵石。	Saat Altar Gema Surga mengkristal,{0}mengalahkan{1}dan memenangkan batu roh。
滞留{0}次	Arahkan kursor{0}kali.
第{0}日	Hari{0}
该角色不能再次作为目标了	Karakter ini tidak dapat ditargetkan lagi.
木客	penebang
{2}数量限制：{0}({1}){3}\n	{2}Membatasi:{0} ({1}) {3}\n
护盾强度:	Kekuatan Penghalang:
\n道行不够：{0}	\nPencapaian terlalu rendah:{0}
{0}→[color=#999900]{1}(归元)[/color]	{0}→[color=#999900]{1}(Setara)[/color]
五行：相生\n	Lima Elemen: Pengikat\n
不太想照顾这个人，正准备偷懒	Kendur; tidak benar-benar ingin mengurus orang ini
命令与行为	Perintah & Tindakan
轮回者	Reinkarnator
很好，现在建造一个寒晶鼎来改变我闭关处的五行属性。	Bagus. Sekarang, buat Kuali Kristal Es dan ubah atribut elemen tempat saya berlatih.
编辑角色形象。	Edit avatar karakter.
习得符咒：{0}	Jimat yang Dipelajari:{0}
[政策] {0}\n	[Policy]{0}\n
装扮已全部还原!	Semua dekorasi telah dipulihkan sepenuhnya!
正慢悠悠的走路	Berjalan perlahan
秘密	Rahasia
你好	Halo
你已经离开硬核模式	Anda telah keluar dari Hardcore.
是否确认购买{0}	Konfirmasi Pembelian{0}?
影响炼器时的速度，炼器产品的质量，炼器成功率以及炼器品阶加成。	Mempengaruhi kecepatan, kualitas produk, tingkat keberhasilan, dan bonus tingkat pembuatan artefak.
宛如仙境	Negeri Ajaib
轻身符	Jimat Ketangkasan
在筑基时略有所得，喜上眉梢	Yayasan pelatihan; merasa senang karena telah mempelajari sesuatu
\n{0}{1:F0}  {2}等级	\n{0}{1:F0}{2}Tingkat
选择建造地点	Pilih lokasi pembangunan
禁足	Membekukan
等待师父{1}完成{0}。	Menunggu Guru{1}untuk menyelesaikan{0}.
<font color=#FF0000>不可选中</font>	<font color=#FF0000>Tidak Dapat Dipilih</font>
角色获取他人好感的能力，包括外在容貌与内在气质，影响角色的社交能力。	Karisma (CHA): Kemampuan karakter untuk mendapatkan dukungan dari orang lain, termasuk penampilan dan wataknya. Mempengaruhi kemampuan sosial karakter.
