ID	Race	Grades	Sex	Name	Desc	Hide	BeginYear	Perception	Physique	Charisma	Intelligence	Luck	Fight	Qi	SocialContact	Medicine	Cooking	Building	Farming	Mining	Art	Manual	DouFa	DanQi	Fabao	FightSkill	Barrier	F1	F2	F3	F4	F5	F6
200099	Human	0	0	pecinta keledai api	[NAME]Lahir di Baoding, kampung halaman keledai api，Saya suka bermain game dan makan api keledai sejak saya masih kecil.。Seperti sastra dan musik，Impian terbesar saya adalah menjadi seorang musisi。	1	-1	-3		1	5				2		5				8,1	8											
200100	Human	1	0	Kotoma	[NAME]Karena saya tidak memperoleh keterampilan musik yang cukup，dan kurangnya bakat，Pada akhirnya, ia gagal menjadi seorang musisi。Tetapi[IT]Memperoleh metode bermain Guqin khusus secara kebetulan，Suara ajaib piano memenuhi telinga，Senarnya tajam dan berantakan，Lehernya kuat dan dapat diandalkan，Menjadi ahli membunuh orang dengan berjalan-jalan dan bermain piano.。	1	-1	3		3	-5	4		5	5		8,1				-3		5										
200101	Human	0	0	Penerus tinju	[NAME]Tumbuh dalam keluarga seni bela diri，Ayah pandai angkat besi，Ibu pandai lompat tinggi，Oleh karena itu, saya sudah lama berlatih angkat besi dan lompat tinggi.。pada usia delapan tahun，Bertemu dengan otot iblis，Menjadi satu-satunya pewaris teknik tinju Tiongkok kuno，sejak itu，[NAME]Bersumpah untuk menjaga perdamaian dunia。	1	-1	1	3				5	10									4										
200102	Human	1	0	Pukulan Pembunuhan Anak Gemuk	Di jalan latihan berkelanjutan teknik tinju Tiongkok kuno，[NAME]Menyadari arti sebenarnya dari pertarungan，Yaitu membunuh lawan secara langsung。[NAME]Tinju Pembunuhan Anak Gemuk Buatan Sendiri，Dia biasanya menyembunyikan dirinya sebagai anak laki-laki gemuk，Lakukan gerakan tiba-tiba saat bertatap muka，Tidak ada yang bisa bersembunyi，Ini adalah salah satu teknik pertarungan paling kuat dalam seni bela diri.。	1	-1		1	-2	3	2	8,2	4									8										
200103	Human	0	0	Permainan Guru Zen	[NAME]Saya telah bekerja lebih keras untuk keindahan permainan sejak saya masih kecil.，Dipimpin oleh guru-guru yang unggul，Dia mempelajari segala macam pengetahuan tentang permainan，Biarkan dia berenang di lautan permainan，Saya sangat terkejut dengan terciptanya dunia game，Orang yang berlatih Zen untuk permainan，Tetapkan itu sebagai tujuan seumur hidup。	1	-1		-2		3	1									4,2	5,2											
200104	Human	1	0	wisatawan	[NAME]Jadilah seorang musafir dalam perjalanan mengejar impian Anda。Mungkin kamu perlu bersama kesepian di jalan ini，Namun sesekali ia selalu bertemu dengan pasangan yang menemaninya dalam perjalanan tertentu。masing-masing、Reuni、Bicara tapi berjalan bersama，dipisahkan lagi，sampai orang lain bergabung，Ini seperti perjalanan hidup，Menemani angin，Majulah bersamamu，dipadukan dengan kesepian，Minumlah bersama yang terhilang，Bermain dengan mimpi。	1	-1			1	3	3		5	8	6					8												
200105	Human	0	0	gadis kompetitif	Xiao Cang sangat lincah dan aktif sejak dia masih kecil，Dan sangat menyukai semua jenis permainan kompetitif，Telah mencapai hasil luar biasa di semua lapisan masyarakat，Dalam aktivitas yang sebagian besar dilakukan oleh laki-laki ini,，Mendobrak dunia wanita。	1	-1	2	2	2	2	2			5																		
200106	Human	1	0	narator	Jianghu penuh dengan perselisihan，Namun seringkali, setiap orang berpegang pada aturan tertentu，Ini adalah kompetisi dan cara untuk tumbuh bersama.，Jadi Xiao Cang terkadang diundang untuk mengomentari kompetisi semacam itu.，Jelaskan situasinya kepada mereka yang tidak memahami misterinya，Seiring berjalannya waktu, orang-orang menjadi terbiasa mendengar suara dan ucapan jenakanya di lokasi kompetisi.。	1	-1	3		4				10	8						5												
200107	Human	0	0	sial ya	Bermain game sejak kecil，Tumbuh dewasa dan tidak memiliki masa depan。Karena saya terlalu banyak memainkan game sampah ketika saya masih kecil，Perasaan makan kotoran masih segar dalam ingatan saya。Oleh karena itu, keinginan untuk memulai dari ilmuwan atau pemimpin，Itu berubah menjadi permainan paling menyebalkan saat Anda dewasa，Tapi harus ada cukup banyak orang yang bermain，Biarkan mereka merasakan kegembiraan pada saat yang bersamaan。	1	-1	1			2				-4						5,2	4											
200108	Human	1	0	pembunuh troll	Tongkat yang bagus.，Jaga sampai tua。Impian bermain game untuk memberi makan kotoran pupus di Dalaran，Setelah bisnis tongkat sihir bangkrut，Mulailah memimpin para troll untuk mencari nafkah。Gigi Troll，Surai Troll，Bagaimanapun, bahan troll masih bisa dijual untuk mendapatkan uang.。bagaimana cara mendapatkannya，Tentu saja biarkan para troll melawan para troll。	1	-1	2	1		2		5	5							5	10,2	5	5									
200109	Human	0	0	sumber distorsi	[NAME]Pertumbuhan bengkok di masa kecil yang kelam，Tumbuh besar dipukuli oleh gangster。Namun，Setelah masa kecil, teman-teman meninggal satu per satu，Ai Riyi memakan warisan mereka setelah berduka atas mereka，Kemudian hatiku menjadi sangat kuat。	1	-1			2	2	1	8,2	5																			
200110	Human	1	0	Cina ketiga	[NAME]Selalu mengaku sebagai yang ketiga，Karena mati itu mudah，Kedua yang paling mungkin dikalahkan。Ambil pekerjaan8Jam，mengobrol7satu setengah jam，Pekerjaan misterius buang air besar selama setengah jam。Meskipun saya tidak tahu persis apa fungsinya，Tapi itu selalu terdengar bagus.。Mereka kerap menculik, memeras dan memenjarakan beberapa orang yang disebut rumah gendut.，Mereka disiksa dengan memasukkan kain ke dalam mulut mereka，Tapi sebenarnya mereka tampak sangat bahagia。	1	-1		-1	4			4		10																		
200111	Human	0	0	Anak muda di luar dunia	Saya telah tinggal di surga seperti negeri dongeng sejak saya masih kecil.，Kecuali para ksatria yang sesekali lewat，Hanya ada satu yang dipanggil“Dinasti Han”kucing dan seorang pria bernama“Roma”anjing dengan itu，Selain melatih berbagai teknik yang ditinggalkan oleh para ksatria,，Ini hanya tentang menanam bunga dan tanaman serta memurnikan obat.。	1	-1	2						8,1		8			5,1		5,1			5,1									
200112	Human	1	0	kolektor pedang kuno	Ketika Pak Foreman besar nanti, dia menjadi terobsesi untuk mengoleksi berbagai pedang kuno.，Dia selalu berkeliling Kyushu，Mencoba menemukan pedang kuno yang tidak diketahui itu，Koleksinya tak terhitung jumlahnya，Bahkan dia sendiri tidak tahu berapa banyak pedang yang telah dia kumpulkan.。Tapi itu tidak penting，Jadilah manusia，Apa salahnya punya hobi mengoleksi?。	1	-1					1									6												
200113	Human	0	0	anak laki-laki yang suram	[NAME]pernah memiliki keluarga yang bahagia，Tumbuh dengan sehat dalam perawatan keluarga Anda，sampai15tahun itu，ayah selingkuh，Alkoholisme dan kekerasan dalam rumah tangga，Ibu meninggal secara tragis，Dia hanya bisa hidup dalam kesepian dan kesakitan setiap hari，Benih-benih kebencian pun mulai bertunas di hatiku，Dari seorang anak laki-laki yang ceria dan lincah hingga seorang remaja yang murung dan dingin。	1	-1	1	2	-1	-1	-1	3,2	5	-5																		
200114	Human	1	0	pembunuh balas dendam	[NAME]Setelah berhasil membalas dendam karena telah membunuh ayahnya，menjadi kejam，mudah marah，Suka bermain dengan orang lain，Sangat agresif dan sangat merindukan lawan jenis。	1	-1	3	3	-1			12,2										12,2	8,2									
200115	Human	0	0	gadis-gadis garis keras	[NAME]Lahir dalam keluarga seni bela diri，Saya tidak mau mengaku kalah sejak saya masih kecil.，Selalu menantang segala macam hal sulit，Saya bahkan bermain ilmu pedang di depan Raja Xin，Saya pergi ke Gunung Bisu dan menyelamatkan orang-orang.，Lebih sering, dia pergi ke kota bernama Yanan untuk melakukan keadilan.，Spanduk memenuhi seluruh lantai。	1	-1		2	2		1	3	4	4																		
200116	Human	1	0	ratu dewasa	Karier keberanian jangka panjang telah memungkinkan Ratu Salt mendapatkan sekelompok teman dengan semangat inti yang sama.，Mereka mengelilingi Ratu Salt，dan melakukan perjalanan ke lebih banyak tempat lebih jauh dengannya，Jelajahi hal yang tidak diketahui，Nikmati yang ekstrem。Teman terkadang memanggilnya dengan sayang“Ratu”，Namun ini bukanlah gelar yang membanggakan，Itu adalah semangat pantang menyerah dalam menghadapi kesulitan，Masih ada satu persen guncanganM。	1	-1		1	3		3	5,1	5,1	8,1						8,1		8										
200117	Human	0	0	Reinkarnasi abadi	Tidak banyak orang yang mengetahui kapan faksi teknologi masa depan mulai mendapatkan pijakan di dunia.，Sekte ini unik dan telah mengakar di dunia selama ratusan tahun.，Dan kepala sekte tersebut——Wang Laoju，Bukan sembarang manusia：Wujud aslinya adalah makhluk abadi yang telah berlatih sejak lama，Hanya berjalan-jalan di sungai dan danau dengan tubuh fana。\nWang Laoju, yang menjadi manusia fana, memiliki kehidupan, usia tua, penyakit, dan kematian manusia.，Bereinkarnasi setelah setiap kematian，dan mewarisi kenangan kehidupan sebelumnya。Reinkarnasi tanpa akhir adalah terus menguasai pengetahuan tanpa akhir，Dan menjaga emosi yang berharga dengan mengalami penderitaan manusia。	1	-1	1		3	1	1																					
200118	Human	1	0	Bos teknologi masa depan	Murid dari Sekte Teknologi Masa Depan semuanya adalah manusia biasa yang ingin menjadi abadi.，Pemimpin reinkarnasi kontemporer juga berkomitmen untuk melatih murid-muridnya，Kehidupan ini telah dipelajari selama satu hari25Kursus satu jam tentang budidaya makhluk abadi。Dan Wang Laoju dalam kehidupan ini juga menemukan cinta sejati di dunia ini——gratis，Dan jadilah pasangan Tao bersamanya，Memasuki reinkarnasi bersama，Menemani kita dari generasi ke generasi。Pernikahan ini pun menjadi legenda di dunia.。	1	-1						4	4	8						8	5											
200119	Human	0	0	Keluarga ilmiah	Lahir dari keluarga terpelajar，Gurunya adalah seorang ksatria yang telah pensiun dari dunia，Dari waktu ke waktu, kami ingin membicarakan beberapa hal menarik tentang dunia。Terkena mata dan telinga dalam waktu lama，Dia juga mengembangkan minat yang kuat pada Jianghu。	1	-1	2		1	2	1																					
200120	Human	1	0	Nyonya	Ketika dia diam-diam meninggalkan rumah dan berkeliling dunia, dia bertemu Wang Laoju, kepala sekte teknologi masa depan yang baru saja memasuki reinkarnasi.。Setelah mengalami banyak hal bersama，Saling mengenal dan mencintai，Keduanya menjadi pasangan Tao，Memasuki reinkarnasi bersama，Menemani kita dari generasi ke generasi，menjadi cerita yang bagus。	1	-1								6	5					8	5											
200121	Human	0	0	Latar belakang keluarga ilmiah	Lahir dari keluarga petani，Dapatkan pelatihan dan pendidikan terperinci sejak kecil，Meletakkan dasar yang baik untuk memupuk keabadian。Namun karena pemberontakan dan rasa ingin tahu yang kuat，Minat pribadi saya bukanlah pada pengembangan keabadian ortodoks, tetapi saya suka mempelajari secara diam-diam rahasia berbagai dunia kultivasi.。	1	-1	1	1	3	2				3	3	3				3			8									
200122	Human	1	0	raja petualangan	[NAME]Ketika saya besar nanti, saya suka bertualang dan menjelajahi tempat-tempat yang belum dijelajahi dan belum dijelajahi.，Pandai menguji di ambang bahaya，Agen rayuan dan godaan。\nPertumbuhan dalam perjalanan ini telah menumbuhkan ketahanan dan kemampuan beradaptasi yang baik.，Segala jenis alam rahasia memiliki jejak kehadirannya.，Menjadi legenda dari mulut ke mulut di kalangan penjelajah，nama pribadi“Individu tidak dapat melakukannya sampai mati”！	1	-1	1	2					12				6		6		6											
200123	Human	0	0	Malas dan penuh kanker	Sun Zha telah dikaruniai sejak kecil，Tubuh secara alami mampu menyimpan lebih banyak energi spiritual dibandingkan yang lain，Tapi saya tidak tahu kenapa，Energi spiritual dalam tubuhnya juga memancarkan rasa malas yang kuat.，Membuatnya lesu dan mengantuk，Sun Zha selalu berjuang melawan naluri malasnya sendiri.，Namun dengan efek yang kecil。	1	-1		-1	2	2																						
200124	Human	1	0	Jongkok di rumah dan melakukan perjalanan melintasi waktu	Sun Zha berasal dari dunia dimana persaingan sosial sangat ketat.，Sebelum datang ke dunia budidaya makhluk abadi，Dia telah berjongkok di rumah selama lebih dari sepuluh tahun，Kehidupan malasnya yang berkepanjangan telah membuatnya rajin dan acuh tak acuh terhadap biji-bijian.。	1	-1	1	1	-1	3	2		8							15,2												
200125	Human	0	0	punk jalanan	Sebagai seorang anak, saya menghabiskan sebagian besar hidup saya dengan setengah rokok di lorong-lorong pasar yang terpencil dan hangat.，Suatu hari ibunya mengetahui bahwa putranya mempunyai bakat musik yang hebat.，Kemudian dia dikirim untuk magang pada pemain biola lokal yang terkenal.。Namun, pada hari pertama kelas, ibunya menarik telinganya dari aula jalan di Xuetang Hutong, yang mengakhiri karir musik klasiknya dengan tergesa-gesa.。\nNamun kemudian, saat dia mempelajari biola sendiri, dia menemukan bahwa dia lebih cocok bermain gitar.，Karena usahanya yang tak henti-hentinya dan latihan kerasnya pada gitar folk, ia akhirnya menjadi drummer di band punk tak dikenal.！	1	-1			2	2										5												
200126	Human	1	0	hantu berwajah setengah	Setengah batang rokok karena kesabarannya yang tiada habisnya dan rasa ingin tahunya yang gigih，Pernah“perwira dan tentara”“tukang”“pelukis”，Namun karena wajahnya yang tampan dan ilmu bela dirinya yang hebat,，Seringkali mendapatkan hasil dua kali lipat dengan setengah usaha。Dia sangat terganggu karenanya，Jadi saya kehilangan separuh wajah saya karena masker，Hanya dengan begitu kita bisa menjalani kehidupan normal。\nSetengah Rokok sering muncul sebagai hantu setiap malam hingga larut malam，Habiskan harimu dengan berburu hantu，Hanya ingin tempat yang bersih di dunia。Karena kebiasaannya merokok，Dunia salah menyebutnya“setengah batang rokok”。	1	-1	1		4			8,2								4												
200127	Human	0	0	Lahir dari keluarga kaya	Wanita tertua dari keluarga kaya dan terpelajar，Penampilan cantik dan kekuatan yang kuat。Karena bakatnya yang luar biasa, dia terpaksa mempelajari latihan yang tak terhitung jumlahnya dengan harapan gadis itu akan menjadi burung phoenix.，Namun saya tidak mampu menembus kemacetan saya sendiri karena simpul mental saya.。	1	-1			3	1		3	8,1							8												
200128	Human	1	0	cahaya ungu	Penampilan yang mulia dan dingin，Sebenarnya ada selokan di dada。Nikmati pemandangan alam dan jelajahi sungai dan danau dengan satu pukulan dan satu pedang。Sesekali ajari anak-anak dari Kaiyue Mongolia menulis dan menggambar。Beberapa orang di antara masyarakat tidak memahami temperamennya dan mengarang hal-hal sembarangan tentang benar dan salah.，Dia bahkan tidak repot-repot menjelaskannya，Dia hanya ingin berteman dengan orang yang memahaminya。	1	-1	2		1	1		5																				
200129	Human	0	0	gadis di sebelah	Gadis tetangga yang lahir dari keluarga pengrajin yang pandai。Ayah yang menyayangi putrinya bisa membuat segala macam mainan mekanik，Besarkan putri saya agar menjadi hidup secara alami dan berpikiran mandiri，terlalu hidup，Jika diberi kesempatan, dia akan segera mengangkat pedangnya。	1	-1		1	2		1										12											
200130	Human	1	0	swoosh oranye	Gadis lugu dan lincah di sebelah，Kadang-kadang sedikit impulsif。Meski terkesan tidak bersalah dan tidak berbahaya，Tapi saya memiliki pemahaman batin tentang cara-cara dunia。Malu pada orang yang ditindas，Suka bertindak sopan dan melawan ketidakadilan——Biasanya, kami masih melakukan apa yang kami bisa.。	1	-1			2				5							8			8									
200131	Human	0	0	Yugioh!	[NAME]Secara alami cerdas dan aktif，Suka bersenang-senang dengan teman。ada[IT]ketika aku berumur sepuluh tahun，Terlepas dari teka-teki catur dan kartu，Atau Cuju melempar pot?，[IT]Semuanya baik-baik saja。Pertarungan kriket bahkan lebih seru lagi[ITS]Keterampilan unik，[IT]Jangkrik yang dipilih cenderung sangat tajam，Sedikit musuh。	1	-1	1			1				4																		
200132	Human	1	0	Kolektor seni bela diri	Demicang Mu memiliki kesukaan khusus untuk mengumpulkan rahasia seni bela diri dari seluruh dunia.，Pesona Xi Jia Yi membuatnya ketagihan dalam waktu lama dan tak bisa melepaskan diri.，Baik itu yin, yang, lembut, keras, di dalam atau di luar。Untuk ini dia menghabiskan seluruh uangnya，Segala jenis seni bela diri tiada tara dari seluruh dunia。	1	-1		2			2	5	8		12					8												
200133	Human	0	0	pemimpin bandit	[NAME]Dia adalah putri dari pemimpin bandit di Gunung Qianyuan，Saya telah hidup di ujung pisau sejak saya masih kecil.，Seni bela diri yang luar biasa，Keberanian yang luar biasa，Kepribadian yang ramah，berbicaralah。	1	-1		1	3		1	4,2									8											
200134	Human	1	0	ksatria wanita	[NAME]Karena ayahnya dibunuh oleh musuh-musuhnya，Pada usia enam belas tahun, ia menggantikannya sebagai pemimpin desa.，Buatlah aturan untuk tidak membunuh orang yang tidak bersalah，Jangan merampok orang baik。Kemudian dikhianati oleh pengkhianat，Pondok itu musnah，Lolos di bawah perlindungan saudara-saudara，Ketika dia merasa putus asa, dia mendapat ide untuk melakukan latihan spiritual.。	1	-1		2	1	1	1	10	8																			
200135	Human	0	0	murid Mohis	[NAME]muda dan pintar，Sejak kecil, saya telah berlatih aritmatika dengan guru-guru Mohist di desa.、Cara untuk tetap bugar。Bimbingan dari guru yang baik，bakat seseorang[IT]Di usia muda, dia bijaksana dan perhatian，Keberanian yang luar biasa。	1	-1				1	2					-3		-3			8						Craftsman					
200136	Human	1	0	penjaga hutan	[NAME]Saya telah berlatih selama lebih dari tiga tahun sejak saya dewasa.，Pahlawan wanita sepanjang hari, memperjuangkan keadilan dan membantu yang lemah，Baru-baru ini saya bertemu seseorang di Kota Daliang，Dikatakan bahwa dia memiliki nasib seperti peri。Hal ini membangkitkan semangat[NAME]Pikiran mencari keabadian dan mengajukan pertanyaan。	1	-1		1		1	1	8,2											12				Warrior					
